time=2026-05-07T14:50:50.719Z level=INFO source=/app/internal/bootstrap/dict_config_override.go:113 msg="config override from dict" key=alert.webhook_token dict_type=alert_webhook_token
time=2026-05-07T14:50:50.719Z level=INFO source=/app/internal/bootstrap/dict_config_override.go:113 msg="config override from dict" key=alert.prometheus_url dict_type=alert_enrich_prometheus_url
time=2026-05-07T14:50:50.720Z level=INFO source=/app/internal/bootstrap/dict_config_override.go:113 msg="config override from dict" key=alert.prometheus_token dict_type=alert_enrich_prometheus_token sensitive=true
time=2026-05-07T14:50:50.720Z level=INFO source=/app/internal/bootstrap/dict_config_override.go:113 msg="config override from dict" key=mail.host dict_type=mail_host
time=2026-05-07T14:50:50.721Z level=INFO source=/app/internal/bootstrap/dict_config_override.go:113 msg="config override from dict" key=mail.port dict_type=mail_port
time=2026-05-07T14:50:50.723Z level=INFO source=/app/internal/bootstrap/dict_config_override.go:113 msg="config override from dict" key=mail.username dict_type=mail_username
time=2026-05-07T14:50:50.724Z level=INFO source=/app/internal/bootstrap/dict_config_override.go:113 msg="config override from dict" key=mail.password dict_type=mail_password sensitive=true
time=2026-05-07T14:50:50.724Z level=INFO source=/app/internal/bootstrap/dict_config_override.go:113 msg="config override from dict" key=mail.from_email dict_type=mail_from_email
time=2026-05-07T14:50:50.725Z level=INFO source=/app/internal/bootstrap/dict_config_override.go:113 msg="config override from dict" key=mail.use_tls dict_type=mail_use_tls
time=2026-05-07T14:50:51.097Z level=INFO source=/app/cmd/server.go:54 msg="database schema migrated"
time=2026-05-07T14:50:51.388Z level=INFO source=/app/cmd/server.go:220 msg="configured readonly role permissions" role=viewer policies_added=119
time=2026-05-07T14:50:51.390Z level=INFO source=/app/cmd/server.go:249 msg="demo user already exists" username=viewer
time=2026-05-07T14:50:51.397Z level=INFO source=/app/cmd/server.go:262 msg="demo user initialized" username=viewer password=viewer123 role=viewer
time=2026-05-07T14:50:51.397Z level=INFO source=/app/cmd/server.go:263 msg="demo user login info" username=viewer password=viewer123
time=2026-05-07T14:50:51.405Z level=INFO source=/app/cmd/server.go:116 msg="permission system server started" addr=:8080
time=2026-05-07T14:51:05.460Z level=WARN source=/app/internal/middleware/auth.go:30 msg="parse token failed" error="token has invalid claims: token is expired"
time=2026-05-07T14:51:05.460Z level=WARN source=/app/internal/middleware/request_logger.go:82 msg="http request completed" request_id=req-1778165465242-og9uvalb method=GET path=/api/v1/auth/me query="" status=401 latency_ms=4 client_ip=219.237.138.118 error_code=UNAUTHORIZED error_message="Token 无效"
time=2026-05-07T14:51:13.479Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778165473270-e8a3r22p method=POST path=/api/v1/auth/password-login-code query="" status=200 latency_ms=7 client_ip=219.237.138.118 request_body="{\"username\":\"admin\"}"
time=2026-05-07T14:51:19.796Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778165479489-hkl4jei5 method=POST path=/api/v1/auth/login query="" status=200 latency_ms=106 client_ip=219.237.138.118 request_body="{\"username\":\"admin\",\"password\":\"***\",\"code\":\"***\",\"captcha_key\":\"ch0raetYCksfa2KzUkQe\"}"
time=2026-05-07T15:01:38.285Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166098067-1zp3m7cf method=GET path=/api/v1/users/:id query="" status=200 latency_ms=6 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:39.487Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166099273-2ad52abr method=GET path=/api/v1/users/:id query="" status=200 latency_ms=12 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:42.177Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166101968-ber8s0h7 method=PUT path=/api/v1/alerts/monitor-rules/:id/assignees query="" status=200 latency_ms=7 client_ip=219.237.138.118 request_body="{\"user_ids_json\":\"[1]\",\"department_ids_json\":\"[1]\",\"extra_emails_json\":\"[]\",\"notify_on_resolved\":true,\"remark\":\"\"}" user_id=1 username=admin
time=2026-05-07T15:01:47.221Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166107017-qacpmxe8 method=GET path=/api/v1/alerts/datasources query="page=1&page_size=200&project_id=1" status=200 latency_ms=6 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:47.227Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166107017-2xrf58m0 method=GET path=/api/v1/alerts/silences query="page=1&page_size=200" status=200 latency_ms=6 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:49.138Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166108928-aheixxa2 method=GET path=/api/v1/alerts/datasources/:id/prometheus-alerts query="" status=200 latency_ms=14 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:49.944Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166109734-kix6fznm method=GET path=/api/v1/alerts/datasources/:id/prometheus-alerts query="" status=200 latency_ms=15 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:50.592Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166110382-1uepmfsp method=GET path=/api/v1/alerts/datasources/:id/prometheus-alerts query="" status=200 latency_ms=14 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:51.151Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166110934-qnmg0x4r method=GET path=/api/v1/alerts/datasources/:id/prometheus-alerts query="" status=200 latency_ms=20 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:51.684Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166111472-9x5kn9ag method=GET path=/api/v1/alerts/datasources/:id/prometheus-alerts query="" status=200 latency_ms=14 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:53.608Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166113400-qnk1pxdi method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=10 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:53.614Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166113400-6l0ucp6q method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=11 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:53.670Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166113400-l4bkhebw method=GET path=/api/v1/alerts/channels query="" status=200 latency_ms=9 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:53.677Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166113400-4y4e6hqs method=GET path=/api/v1/projects query="page=1&page_size=200" status=200 latency_ms=4 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:53.733Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166113400-9ofr2vr7 method=GET path=/api/v1/alerts/history/stats query="" status=200 latency_ms=73 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:53.778Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166113571-h9pkqq43 method=GET path=/api/v1/alerts/subscriptions/tree query="project_id=1" status=200 latency_ms=6 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:53.781Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166113571-zdjp22zg method=GET path=/api/v1/alerts/receiver-groups query="page=1&page_size=200&project_id=1" status=200 latency_ms=8 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:54.819Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166114606-wfby3guw method=GET path=/api/v1/projects query="page=1&page_size=200" status=200 latency_ms=9 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:54.831Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166114606-dvh18ci5 method=GET path=/api/v1/alerts/channels query="" status=200 latency_ms=16 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:54.835Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166114606-wd1k91nb method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=25 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:54.837Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166114606-s7nk83cu method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=22 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:54.902Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166114618-9u0n0y0u method=GET path=/api/v1/alerts/events query="page=1&page_size=10" status=200 latency_ms=15 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:54.904Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166114606-ct6j0ivm method=GET path=/api/v1/alerts/history/stats query="" status=200 latency_ms=95 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:57.471Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166117264-ms9iuwn1 method=GET path=/api/v1/alerts/events query="page=1&page_size=10" status=200 latency_ms=10 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:58.132Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166117926-wgmukgct method=GET path=/api/v1/alerts/events query="page=1&page_size=10" status=200 latency_ms=11 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:01:58.774Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166118565-502f8j71 method=GET path=/api/v1/alerts/events query="page=1&page_size=10" status=200 latency_ms=11 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:02:17.565Z level=WARN source=/app/internal/middleware/request_logger.go:82 msg="http request completed" request_id=e3087d12-106b-49d1-a0a0-7ddf3a1a4944 method=GET path=/ query="" status=404 latency_ms=0 client_ip=159.203.127.86
time=2026-05-07T15:02:18.095Z level=WARN source=/app/internal/middleware/request_logger.go:82 msg="http request completed" request_id=d64cdb03-7a52-472d-b234-ab14e8960117 method=GET path=/favicon.ico query="" status=404 latency_ms=0 client_ip=159.203.127.86
time=2026-05-07T15:02:35.870Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166155603-y61v52m6 method=GET path=/api/v1/alerts/events query="page=1&page_size=10" status=200 latency_ms=11 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:02:39.598Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166159392-kvrhxugg method=GET path=/api/v1/alerts/silences query="page=1&page_size=200" status=200 latency_ms=6 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:02:39.656Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166159392-pfasxpzi method=GET path=/api/v1/alerts/datasources query="page=1&page_size=200&project_id=1" status=200 latency_ms=6 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:08.295Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166188092-m32tzuf4 method=GET path=/api/v1/alerts/cloud-expiry-rules query="page=1&page_size=200&project_id=1" status=200 latency_ms=6 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:10.110Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166189004-wbjem83q method=POST path=/api/v1/alerts/cloud-expiry-rules/evaluate-now query="" status=200 latency_ms=909 client_ip=219.237.138.118 request_body={} user_id=1 username=admin
time=2026-05-07T15:03:22.191Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166201980-e97ghxrm method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=13 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:22.193Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166201980-z023yast method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=15 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:22.251Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166201980-3tfz9rgk method=GET path=/api/v1/alerts/channels query="" status=200 latency_ms=13 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:22.256Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166201980-63yhmm4w method=GET path=/api/v1/projects query="page=1&page_size=200" status=200 latency_ms=14 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:22.273Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166202001-wwe1fpvv method=GET path=/api/v1/alerts/events query="page=1&page_size=10" status=200 latency_ms=21 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:22.313Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166201980-ly186f1v method=GET path=/api/v1/alerts/history/stats query="" status=200 latency_ms=78 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:24.336Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166204130-fb9k3pq2 method=GET path=/api/v1/alerts/channels query="" status=200 latency_ms=9 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:24.403Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166204130-u54wlelu method=GET path=/api/v1/alerts/history/stats query="" status=200 latency_ms=76 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:25.397Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166205193-11s8whyk method=GET path=/api/v1/alerts/channels query="" status=200 latency_ms=10 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:25.482Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166205193-kaabh5j5 method=GET path=/api/v1/alerts/history/stats query="" status=200 latency_ms=95 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:25.950Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166205746-mzek0mhd method=GET path=/api/v1/alerts/channels query="" status=200 latency_ms=9 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:26.015Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166205746-tb55hz12 method=GET path=/api/v1/alerts/history/stats query="" status=200 latency_ms=72 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:29.693Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166209492-rcav49sj method=GET path=/api/v1/alerts/monitor-rules query="page=1&page_size=200&project_id=1" status=200 latency_ms=8 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:29.694Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166209492-8lgawp97 method=GET path=/api/v1/alerts/datasources query="page=1&page_size=200&project_id=1" status=200 latency_ms=7 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:35.313Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166215115-oml1ozpp method=GET path=/api/v1/projects query="page=1&page_size=500" status=200 latency_ms=5 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:35.322Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166215115-ve5ntf60 method=GET path=/api/v1/departments/tree query="" status=200 latency_ms=8 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:35.326Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166215115-rckh90v9 method=GET path=/api/v1/alerts/monitor-rules query="page=1&page_size=500" status=200 latency_ms=13 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:35.328Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166215115-fkhcghb8 method=GET path=/api/v1/users query="page=1&page_size=500" status=200 latency_ms=11 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:35.330Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166215115-qm6rk7m5 method=GET path=/api/v1/alerts/duty-blocks query="page=1&page_size=1000" status=200 latency_ms=8 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:35.392Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166215115-evn1f2we method=GET path=/api/v1/alerts/monitor-rules query="page=1&page_size=500" status=200 latency_ms=6 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:35.403Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166215115-bj3pkehg method=GET path=/api/v1/alerts/duty-blocks query="page=1&page_size=1000" status=200 latency_ms=7 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:35.404Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166215203-i2nxlzwf method=GET path=/api/v1/alerts/duty-blocks query="monitor_rule_id=2&page=1&page_size=1000" status=200 latency_ms=8 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:03:38.084Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166217885-isc8k23q method=GET path=/api/v1/alerts/duty-blocks query="monitor_rule_id=9&page=1&page_size=1000" status=200 latency_ms=7 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:02.699Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166242501-6my3agnq method=GET path=/api/v1/alerts/duty-blocks query="monitor_rule_id=9&page=1&page_size=1000" status=200 latency_ms=7 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:05.704Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166245485-j7ae6nhq method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=25 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:05.706Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166245485-x28vv3lw method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=25 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:05.711Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166245485-h1zzclr2 method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=29 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:05.714Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166245485-6srjqfr5 method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=31 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:05.716Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166245485-yptm7ht9 method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=32 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:05.716Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166245485-k5q0lduv method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=27 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:05.776Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166245485-3dwk3qwm method=GET path=/api/v1/users query="page=1&page_size=500" status=200 latency_ms=9 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:05.778Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166245485-3dny52un method=GET path=/api/v1/departments/tree query="" status=200 latency_ms=9 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:05.778Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166245485-kriodncm method=GET path=/api/v1/projects query="page=1&page_size=500" status=200 latency_ms=9 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:05.782Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166245485-4e5h39gq method=GET path=/api/v1/alerts/datasources query="page=1&page_size=200" status=200 latency_ms=5 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:14.435Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166254212-r18ygbcf method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=26 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:14.445Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166254212-tjh0wyoh method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=33 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:14.446Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166254212-tkobti65 method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=32 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:14.446Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166254212-p6hou2rh method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=32 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:14.446Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166254212-vuel4suq method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=35 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:14.447Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166254212-85oi9tcp method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=29 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:14.505Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166254212-y2ant1gr method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=10 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:14.529Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166254212-5wpne8p0 method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=20 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:14.532Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166254212-c0g7g9pm method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=29 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:14.532Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166254212-5mdws9rb method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=29 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:14.534Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166254212-y0jwhivj method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=20 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:14.534Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166254212-wffcggcv method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=25 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:14.570Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166254212-zsy0qiy6 method=GET path=/api/v1/alerts/channels query="" status=200 latency_ms=5 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:14.593Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166254212-vu7yzg6l method=GET path=/api/v1/projects query="page=1&page_size=500" status=200 latency_ms=7 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:14.598Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166254212-thu1bwdp method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=9 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:15.900Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166255682-c6wi0k0e method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=23 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:15.904Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166255682-iwrxt5e4 method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=25 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:15.910Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166255682-narm6ywn method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=29 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:15.913Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166255682-dbppokbu method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=34 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:15.914Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166255682-809f7pk9 method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=32 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:15.914Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166255682-73nqzkur method=GET path=/api/v1/dict/options/:dictType query="" status=200 latency_ms=32 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:15.963Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166255682-u1g77cer method=GET path=/api/v1/departments/tree query="" status=200 latency_ms=6 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:15.972Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166255682-r4ubqx4y method=GET path=/api/v1/users query="page=1&page_size=500" status=200 latency_ms=9 client_ip=219.237.138.118 user_id=1 username=admin
time=2026-05-07T15:04:15.975Z level=INFO source=/app/internal/middleware/request_logger.go:85 msg="http request completed" request_id=req-1778166255682-b9a6sae1 method=GET path=/api/v1/alerts/datasources query="page=1&page_size=200" status=200 latency_ms=7 client_ip=219.237.138.118 user_id=1 username=admin
